<p>What do the volume states healthy, degraded, and rebuilding mean?</p>	<ul> <li><strong>Healthy</strong> — all expected replicas are present and in sync.</li> <li><strong>Degraded</strong> — one or more replicas are missing/faulted (e.g. after a node/disk failure); data is still served but redundancy is reduced.</li> <li><strong>Rebuilding</strong> — Longhorn is copying data to a new replica to restore the target count, after which the volume returns to healthy.</li> </ul>	suse-virtualization storage-suse-storage-longhorn
<p>What is the difference between the Longhorn v1 and v2 data engines?</p>	<p>The <strong>v1 data engine</strong> is the mature default, using a user-space engine exposed through the kernel block/iSCSI path with the full Longhorn feature set. The <strong>v2 data engine</strong> is the newer <strong>SPDK/NVMe-oF</strong> engine that runs in user space for much higher IOPS and lower CPU use, but it is newer and supports fewer features, so v1 remains the general-purpose choice.</p>	suse-virtualization storage-suse-storage-longhorn
<p>What are the tradeoffs of choosing the v2 (SPDK) data engine?</p>	<p>v2 delivers near-bare-metal NVMe performance and low latency, best on <strong>NVMe SSDs</strong> (gains shrink on SATA/spinning disks). The costs: it is a <strong>newer engine with reduced feature coverage</strong> versus v1, needs dedicated disk provisioning, and — like v1 — is still bounded by replica network bandwidth since every write is replicated across nodes.</p>	suse-virtualization storage-suse-storage-longhorn
<p>How do you add storage capacity to a Harvester node?</p>	<p>In <strong>Hosts &gt; Edit Config &gt; Storage</strong>, add a block device and pick a provisioner: <strong>LonghornV1 (CSI)</strong>, <strong>LonghornV2 (CSI)</strong>, or <strong>LVM</strong>. Unformatted disks need "Force Formatted", and each disk needs a unique WWN. You can apply <strong>storage tags</strong> (e.g. <code>ssd</code>, <code>nvme</code>) so specific StorageClasses schedule onto those disks.</p>	suse-virtualization storage-suse-storage-longhorn
<p>What do reserved storage and over-provisioning mean in Longhorn?</p>	<p>Each disk has a <strong>reserved</strong> amount that Longhorn will not schedule onto (protecting the OS/root disk and leaving headroom). The <strong>over-provisioning</strong> percentage lets the sum of volume nominal sizes exceed physical capacity, which is safe because Longhorn volumes are <strong>thin-provisioned</strong> and only consume space as data is written — but you must monitor real usage.</p>	suse-virtualization storage-suse-storage-longhorn
<p>Which Harvester nodes can hold Longhorn replicas?</p>	<p>Any node that <strong>contributes disks</strong> can host replicas, so in a hyperconverged cluster both management and worker nodes typically store data. You constrain placement with node/disk <strong>tags</strong> and StorageClass selectors. A dedicated <strong>witness</strong> node provides quorum only and does <strong>not</strong> store volume data.</p>	suse-virtualization storage-suse-storage-longhorn
<p>How can Harvester use storage other than built-in Longhorn?</p>	<p>You can install <strong>third-party CSI drivers</strong> and create StorageClasses against them for VM volumes; the <strong>CDI</strong> image backend imports golden images into those StorageClasses (and into Longhorn V2/LVM). This is how you place VM disks on external enterprise storage while keeping the Harvester/KubeVirt workflow.</p>	suse-virtualization storage-suse-storage-longhorn
<p>Why do live-migratable VMs need ReadWriteMany volumes, and how does that relate to backups?</p>	<p>Live migration briefly runs the VM on two nodes, so its volume must allow attach from multiple nodes — <strong>ReadWriteMany (RWX)</strong> with the StorageClass <code>migratable</code> parameter enabled (a single-replica or RWO volume is not migratable). Separately, volume <strong>snapshots</strong> are in-cluster restore points, whereas <strong>backups</strong> copy volume data to an external <strong>backup target</strong> (S3/NFS) for off-cluster recovery.</p>	suse-virtualization storage-suse-storage-longhorn
<p>What is the core difference between a VM snapshot and a VM backup in SUSE Virtualization?</p>	<p>A <strong>VM snapshot</strong> is stored <strong>locally in-cluster</strong> on Longhorn/SUSE Storage, so it is fast to take and restore but is lost if the cluster is lost. A <strong>VM backup</strong> is copied to an <strong>external backup target</strong> (S3 or NFS), making it slower but <strong>durable</strong> and usable for disaster recovery and cross-cluster restore.</p>	suse-virtualization backup-restore-snapshots
<p>When would you choose a snapshot over a backup, and vice versa?</p>	<p>Use a <strong>snapshot</strong> for quick, local rollback points (e.g., before an in-guest change) — cheap and fast but tied to cluster availability. Use a <strong>backup</strong> when you need <strong>durability off the cluster</strong>: protection against cluster loss, retention on external storage, or restoring the VM into a <strong>different cluster</strong>.</p>	suse-virtualization backup-restore-snapshots
<p>What is a volume snapshot and how does it differ from a VM snapshot?</p>	<p>A <strong>volume snapshot</strong> captures the state of a <strong>single volume</strong> rather than the whole VM. It is taken from the Volumes page (<strong>Take Snapshot</strong>) and can be <strong>restored to create a new volume</strong> (effectively cloning) or revert the volume. A <strong>VM snapshot</strong> covers all of a VM's volumes plus VM configuration as one consistent unit.</p>	suse-virtualization backup-restore-snapshots
<p>What must you configure before you can take VM backups, and where?</p>	<p>You must configure a <strong>backup target</strong> under <strong>Settings &gt; backup-target</strong>. Until a valid target is set, backups cannot be created. The same target definition is what a second cluster uses to see and restore those backups.</p>	suse-virtualization backup-restore-snapshots
<p>What backup target types does SUSE Virtualization support and what does each need?</p>	<p>Two types: - <strong>S3</strong> — requires <strong>Endpoint</strong>, <strong>BucketName</strong>, <strong>BucketRegion</strong>, <strong>AccessKeyID</strong>, <strong>SecretAccessKey</strong> (plus optional Certificate / VirtualHostedStyle). - <strong>NFS</strong> — requires only the <strong>Endpoint</strong> (the NFS server URL/export). Both accept a <strong>Refresh Interval</strong> controlling how often Harvester syncs backup metadata from the store.</p>	suse-virtualization backup-restore-snapshots
<p>What does a VM backup actually contain?</p>	<p>It contains the VM's <strong>volume data</strong> (from Longhorn/SUSE Storage) plus the <strong>VM definition/metadata</strong> needed to reconstruct it. This lets a backup be restored as a complete, bootable VM rather than just raw disk contents.</p>	suse-virtualization backup-restore-snapshots
<p>What are the two ways to restore a VM backup?</p>	<p>From <strong>Backup &amp; Snapshot &gt; VM Backups &gt; Restore Backup</strong> you can either: - <strong>Restore into a new VM</strong> — provide a new VM name; the original VM is untouched. - <strong>Replace an existing VM</strong> (<strong>Replace Existing</strong>) — overwrites the target VM in place.</p>	suse-virtualization backup-restore-snapshots
<p>What are the constraints when restoring a backup by replacing an existing VM?</p>	<p>The target VM must be <strong>powered off</strong> first. During the restore you choose whether to <strong>delete or retain the previous volumes</strong> (deletion is the default). The VM keeps its identity but its disks are rolled back to the backup's contents.</p>	suse-virtualization backup-restore-snapshots
<p>How do you restore a VM backup into a completely different cluster (disaster recovery)?</p>	<p>Configure the <strong>identical backup target</strong> on the second cluster. Harvester <strong>syncs the backup metadata</strong> from the store automatically, after which the synced backup appears in <strong>VM Backups</strong> and can be restored under a chosen VM name. The backup target is the shared link — without the same target the backups are invisible.</p>	suse-virtualization backup-restore-snapshots
<p>Why must the destination cluster use the same backup target for cross-cluster restore?</p>	<p>The backup data lives only in the <strong>external target</strong>, not in the source cluster. The destination cluster discovers and reads backups <strong>by pointing at that same S3 bucket/NFS export</strong>; a different target has no knowledge of those backups. (From v1.4.0+, referenced VM images are also synced automatically to the new cluster.)</p>	suse-virtualization backup-restore-snapshots
<p>How does SUSE Virtualization ensure a snapshot or backup is filesystem-consistent?</p>	<p>When the <strong>QEMU Guest Agent</strong> is installed and connected, the controller triggers a <strong>filesystem freeze (quiesce)</strong> via KubeVirt's <strong>virt-freezer</strong> before capturing, then thaws afterward. Linux uses <strong><code>fsfreeze</code></strong>; Windows uses <strong>VSS (Volume Shadow Copy Service)</strong>. Without the guest agent the capture is only crash-consistent.</p>	suse-virtualization backup-restore-snapshots
<p>How do you schedule recurring backups or snapshots and control retention?</p>	<p>SUSE Virtualization supports <strong>scheduled</strong> VM backups and snapshots (a VM schedule). Key fields: - <strong>Cron Schedule</strong> — a cron expression (minimum interval <strong>one hour</strong>). - <strong>Retain</strong> — number of most-recent backups/snapshots to keep; older ones are pruned automatically. - <strong>Max Failure</strong> — consecutive failures allowed before the schedule is suspended.</p>	suse-virtualization backup-restore-snapshots
<p>What is the difference between the embedded Rancher in SUSE Virtualization and a standalone Rancher Manager?</p>	<p>Every Harvester cluster ships an <strong>embedded Rancher</strong> used internally for <strong>authentication and the built-in dashboard</strong>. To manage many clusters and provision guest Kubernetes clusters, you <strong>import</strong> the Harvester cluster into a <strong>standalone Rancher Manager</strong>, which then exposes Virtualization Management, the node driver, and centralized RBAC.</p>	suse-virtualization rancher-integration
<p>How do you bring a Harvester cluster under a standalone Rancher Manager?</p>	<p>In Rancher you <strong>import the Harvester cluster</strong> via the <strong>Virtualization Management</strong> feature. Rancher then manages the cluster's hosts, VMs, images, and volumes through its UI, reusing Rancher's auth providers and multi-tenancy.</p>	suse-virtualization rancher-integration
<p>What does the Virtualization Management area in Rancher let you do?</p>	<p>It lets you <strong>manage imported Harvester clusters</strong> centrally — viewing and operating hosts, virtual machines, images, and volumes — and it is the entry point for creating <strong>cloud credentials</strong> and provisioning <strong>guest clusters</strong> onto Harvester.</p>	suse-virtualization rancher-integration
<p>How does importing Harvester into Rancher enable multi-tenancy and RBAC?</p>	<p>Rancher applies its existing <strong>projects, namespaces, and RBAC roles</strong> and its <strong>authentication providers</strong> to the Harvester cluster. This gives you <strong>multi-tenant</strong> access control over virtualization resources without Harvester implementing its own separate identity system.</p>	suse-virtualization rancher-integration
<p>What is the Harvester node driver and what does it do?</p>	<p>The <strong>Harvester node driver</strong> (built into Rancher v2.6.1+) lets Rancher <strong>provision guest RKE2/K3s Kubernetes clusters</strong> whose nodes are <strong>VMs running on Harvester</strong>. Rancher creates, scales, and replaces those VM-backed nodes automatically, treating Harvester like an infrastructure/cloud provider.</p>	suse-virtualization rancher-integration
<p>What cloud credential do you create to provision guest clusters on Harvester?</p>	<p>In <strong>Cluster Management &gt; Cloud Credentials</strong> you create a credential of type <strong>Imported Harvester Cluster</strong>, pointing at the imported Harvester cluster. This credential authorizes Rancher/the node driver to create VMs there when building an RKE2 or K3s cluster.</p>	suse-virtualization rancher-integration
<p>What image and network prerequisites does the Harvester node driver require for guest cluster nodes?</p>	<p>Node VMs must boot from a <strong>cloud image</strong> (cloud-init capable), not an ISO install image. A <strong>VLAN network</strong> is required for the node driver, and node IPs come from a <strong>DHCP server</strong> or Harvester's <strong>Managed DHCP</strong>. You also supply cluster name, namespace, image, network, and SSH user.</p>	suse-virtualization rancher-integration
<p>What does the Harvester cloud provider give a guest Kubernetes cluster?</p>	<p>It implements Kubernetes <strong><code>LoadBalancer</code> services</strong> for guest workloads, backed by Harvester. It supports IPAM modes including <strong>DHCP</strong>, <strong>Pool</strong> (pre-configured IP pools), and <strong>Share IP</strong>, so guest cluster services get real external load-balancer addresses.</p>	suse-virtualization rancher-integration
<p>What does the Harvester CSI driver provide inside a guest cluster?</p>	<p>The <strong>Harvester CSI driver</strong> offers <strong>storage passthrough</strong>: guest-cluster PersistentVolumes are provisioned from the <strong>underlying Harvester (Longhorn/SUSE Storage)</strong> storage. Guest pods get dynamically provisioned block storage without the guest cluster owning its own storage backend.</p>	suse-virtualization rancher-integration
<p>How do the Harvester cloud provider and CSI driver get installed in a guest cluster?</p>	<p>When you provision an RKE2/K3s cluster with the <strong>node driver</strong>, both are <strong>deployed automatically</strong> (RKE2 v1.21.5+rke2r2 and later bundle the integration). For custom/manual clusters you generate a cloud config (e.g., via <code>generate_addon.sh</code>) and set the cloud provider to <strong>External</strong>.</p>	suse-virtualization rancher-integration
<p>Why run guest RKE2/K3s clusters on top of Harvester instead of directly on hardware?</p>	<p>Harvester provides the <strong>VM lifecycle, networking (VLAN/LoadBalancer), and storage (CSI)</strong> as an on-prem cloud, so Rancher can spin up, scale, heal, and tear down full Kubernetes clusters on demand from <strong>cloud images</strong> — turning bare-metal HCI into a self-service, cloud-like platform for many isolated clusters.</p>	suse-virtualization rancher-integration
<p>How is a cluster upgrade initiated and orchestrated in SUSE Virtualization?</p>	<p>Upgrades are driven by the built-in <strong>Upgrade</strong> feature: clicking <strong>Upgrade</strong> in the dashboard creates an <strong>Upgrade custom resource (CRD)</strong> that the system reconciles. A managed <strong>upgrade repository</strong> (a Deployment as of v1.7.0) serves the new artifacts to every node.</p>	suse-virtualization upgrades
<p>Where does the new version's content come from during an upgrade?</p>	<p>From an official <strong>release channel</strong> (e.g., <code>releases.rancher.com/harvester/{version}</code>) that the dashboard offers when a new version is available. For <strong>air-gapped</strong> clusters you download the release <strong>ISO</strong>, host it locally, and point a modified <code>version.yaml</code> (<code>isoURL</code>) at it.</p>	suse-virtualization upgrades
<p>What kinds of pre-upgrade checks does SUSE Virtualization run?</p>	<p>It validates readiness before proceeding, including: sufficient <strong>free system-partition space</strong> per node, <strong>certificate validity</strong>, <strong>NTP time sync</strong> across nodes, and general cluster health. Failing checks (e.g., low disk) <strong>block the upgrade</strong> until resolved.</p>	suse-virtualization upgrades
<p>How does an upgrade keep VMs available while updating nodes?</p>	<p>Nodes are upgraded <strong>one at a time</strong>. Before a node is drained/rebooted, its <strong>live-migratable VMs are automatically live-migrated</strong> to other nodes, so running VMs stay available with no downtime while each node reboots into the new version.</p>	suse-virtualization upgrades
<p>Why should VMs be live-migratable for a smooth upgrade?</p>	<p>Only migratable VMs can be <strong>moved off a node</strong> before it reboots. <strong>Non-migratable</strong> VMs must instead be <strong>shut down</strong> (manually or automatically, per the upgrade config) during their node's turn, causing downtime. Making VMs migratable lets the rolling upgrade proceed without stopping workloads.</p>	suse-virtualization upgrades
<p>What components get upgraded together in a single SUSE Virtualization upgrade?</p>	<p>An upgrade is a <strong>bundle</strong>: the host OS (<strong>SUSE Linux Micro</strong>), the Kubernetes distribution (<strong>RKE2</strong>), and managed components (<strong>KubeVirt, Longhorn/SUSE Storage, Rancher</strong>) all advance <strong>in lockstep</strong>. You do not upgrade these pieces independently.</p>	suse-virtualization upgrades
<p>What are the rules about which versions you can upgrade to and from?</p>	<p>Direct upgrades are limited to about <strong>one minor version at a time</strong> (e.g., v1.5.x → v1.6.x). <strong>Skipping minor versions is not allowed</strong>; you must step through intermediate releases, consistent with upstream Kubernetes version-skew rules. Consult the official upgrade matrix for exact supported paths.</p>	suse-virtualization upgrades
<p>Can you roll back or downgrade after an upgrade?</p>	<p>No. SUSE Virtualization <strong>does not support downgrades/rollback</strong> of the cluster version. Because the OS, Kubernetes, and components move together, reverting risks incompatibility and data corruption — so protect against a bad upgrade with <strong>VM backups</strong> beforehand instead.</p>	suse-virtualization upgrades
<p>How do air-gapped upgrades differ from connected ones?</p>	<p>In air-gapped environments there is no reachable release channel, so you <strong>download the release ISO</strong> yourself, host it on a local HTTP(S) server, and provide a custom <strong><code>version.yaml</code></strong> whose <code>isoURL</code> points at it. The upgrade then proceeds using those locally hosted artifacts.</p>	suse-virtualization upgrades
<p>How do you monitor upgrade progress and troubleshoot it?</p>	<p>The dashboard shows a live <strong>upgrade progress</strong> view (open the progress/status indicator) tracking per-node and per-component phases. The <strong>Upgrade CRD</strong> status and pod/job logs provide deeper detail, and individual node upgrades can be paused for manual maintenance between phases.</p>	suse-virtualization upgrades
<p>What monitoring stack ships embedded with SUSE Virtualization, and how is it packaged?</p>	<p>It ships the <strong><code>rancher-monitoring</code> addon</strong> — a bundled <strong>Prometheus + Grafana + Alertmanager + Prometheus Node Exporter</strong> stack (the Prometheus Operator). It is <strong>disabled by default on fresh installs</strong> (enabled by default on clusters upgraded from older versions) and is toggled like any other Harvester addon.</p>	suse-virtualization observability-logging
<p>Which built-in Grafana dashboards does the embedded monitoring provide out of the box?</p>	<p>Three main views: - <strong>Cluster dashboard</strong> — aggregate cluster/node metrics (admin only). - <strong>Top 10 VM Metrics</strong> — the most resource-intensive VMs. - <strong>Per-VM metrics</strong> — CPU/memory/disk/network for a single VM via the <em>VM detail page &gt; VM Metrics</em> tab.</p>	suse-virtualization observability-logging
<p>Where do the per-VM CPU, memory, disk, and network metrics actually come from?</p>	<p>They are exported by the <strong>KubeVirt / node exporters running on each host</strong> and scraped by the embedded <strong>Prometheus</strong>, then rendered in Grafana. Note the memory panel computes usage as <strong><code>(1 - free/total) * 100%</code></strong> rather than <code>used/total</code>, so cached memory counts as "used".</p>	suse-virtualization observability-logging
<p>How do you enable, disable, or tune the embedded monitoring stack?</p>	<p>Manage it as an addon: - UI: <strong>Advanced &gt; Addons &gt; <code>rancher-monitoring</code></strong>. - CLI: <code>kubectl edit addons.harvesterhci.io -n cattle-monitoring-system rancher-monitoring</code>.</p> <p>Here you set Prometheus/Node Exporter/Alertmanager resource requests and limits (Prometheus minimum ~500Mi, recommended 5–10% of system memory).</p>	suse-virtualization observability-logging
<p>How is alerting configured, and what CRD defines the alert routing?</p>	<p><strong>Alertmanager</strong> is part of the stack; routing/receivers are defined with the <strong><code>AlertmanagerConfig</code></strong> CRD (<code>monitoring.coreos.com/v1alpha1</code>), which is <strong>namespace-scoped only</strong> (no global config). It supports webhook receivers; for Microsoft Teams or SMS you additionally install the separate <strong><code>rancher-alerting-drivers</code></strong> Helm chart (prom2teams / sachet).</p>	suse-virtualization observability-logging
<p>How do you integrate SUSE Virtualization with an external monitoring system instead of the built-in one?</p>	<p>Prometheus is standard, so an <strong>external Prometheus can scrape the cluster's metrics endpoints / ServiceMonitors</strong>, or you push alerts to external receivers via <code>AlertmanagerConfig</code> webhooks. Because the whole cluster surfaces through <strong>Rancher</strong>, Rancher's own monitoring can also aggregate metrics across managed Harvester clusters.</p>	suse-virtualization observability-logging
<p>What is the embedded logging stack in SUSE Virtualization?</p>	<p>The <strong><code>rancher-logging</code> addon</strong>, driven by the <strong>Logging Operator</strong>, using <strong>Fluent Bit</strong> as the per-node log collector and <strong>Fluentd</strong> as the aggregator/router. It is <strong>disabled by default</strong> and lives in the <strong><code>cattle-logging-system</code></strong> namespace, collecting pod logs, kernel logs, and systemd service logs (rke2, rancherd, iscsid, etc.).</p>	suse-virtualization observability-logging
<p>Which CRDs route and ship logs to external destinations, and what is the namespace rule?</p>	<p><strong><code>Flow</code>/<code>ClusterFlow</code></strong> filter and route logs; <strong><code>Output</code>/<code>ClusterOutput</code></strong> define destinations (Elasticsearch, Splunk, Loki, Graylog, S3, etc.). Rule: a namespaced <strong>Flow can only reference Outputs in its own namespace</strong>, but may reference <strong>any <code>ClusterOutput</code></strong>.</p>	suse-virtualization observability-logging
<p>How are audit logs captured differently from ordinary logs?</p>	<p>Audit logs flow through the same logging pipeline but are opt-in: the <code>Output</code>/<code>Flow</code> handling them must carry <strong><code>loggingRef: harvester-kube-audit-log-ref</code></strong> so the operator wires the Kubernetes API audit log source to that destination.</p>	suse-virtualization observability-logging
<p>What is a support bundle and when do you use it?</p>	<p>A <strong>support bundle</strong> is a downloadable archive of cluster logs, YAMLs, and diagnostics for troubleshooting or support cases. Generate it via <strong>Support &gt; Generate Support Bundle</strong> in the UI (backed by <code>SupportBundle</code> objects, <code>kubectl get supportbundle -A</code>). Tune scope with the <strong><code>support-bundle-namespaces</code></strong> setting and time limit with <strong><code>support-bundle-timeout</code></strong>.</p>	suse-virtualization observability-logging
<p>What is the difference between a <code>VirtualMachine</code> and a <code>VirtualMachineInstance</code>?</p>	<p><strong><code>VirtualMachine</code> (VM)</strong> is the <em>desired-state / stateful</em> object — it holds the definition and a run strategy, behaving roughly like a StatefulSet with one replica. <strong><code>VirtualMachineInstance</code> (VMI)</strong> is the <em>running, ephemeral</em> instance. Setting the VM to running causes KubeVirt to create the VMI; stopping it deletes the VMI while the VM definition persists.</p>	suse-virtualization crds-internals-kubevirt
<p>What is the virt-launcher pod and what runs inside it?</p>	<p>For each running VMI, KubeVirt schedules a <strong><code>virt-launcher</code> pod</strong> on a node. Inside that pod run <strong><code>libvirtd</code> and QEMU</strong>, which boot and manage the actual guest via <strong>KVM</strong> acceleration. The pod is the cgroup/namespace boundary that lets Kubernetes treat the VM like any other workload for scheduling, networking, and storage.</p>	suse-virtualization crds-internals-kubevirt
<p>What are the roles of virt-controller, virt-handler, and virt-api?</p>	<ul> <li><strong><code>virt-api</code></strong> — the API server extension validating and serving KubeVirt CRDs and subresources (console, VNC, start/stop).</li> <li><strong><code>virt-controller</code></strong> — cluster-wide controller that, for each VMI, creates the virt-launcher pod and reconciles VMI state.</li> <li><strong><code>virt-handler</code></strong> — a node <strong>DaemonSet</strong> (like a kubelet peer) that drives libvirt inside each virt-launcher to reach the desired VMI state.</li> </ul>	suse-virtualization crds-internals-kubevirt
<p>What does <code>kubectl get vmi</code> tell you that <code>kubectl get vm</code> does not?</p>	<p><code>get vm</code> shows the <strong>desired</strong> object and whether it should be running; <strong><code>get vmi</code></strong> shows the <strong>actually running</strong> instance — its <strong>phase</strong> (Scheduling/Scheduled/Running), the <strong>node</strong> it landed on, and its IP. No VMI row means nothing is running, regardless of the VM's config.</p>	suse-virtualization crds-internals-kubevirt
<p>What is the relationship between a VMI and its pod?</p>	<p>It is <strong>1:1</strong> — one running VMI is backed by exactly one <strong>virt-launcher pod</strong>. The pod is owned by the VMI; if the pod dies the VMI is lost, and on restart the VMI is rescheduled onto a <strong>new</strong> virt-launcher pod (a fresh pod name each time). Deleting the pod terminates the guest.</p>	suse-virtualization crds-internals-kubevirt
<p>How is a VM's disk backed by storage in SUSE Virtualization?</p>	<p>A VM disk is a <strong>PVC</strong> provisioned by the <strong>Longhorn/SUSE Storage CSI driver</strong>; the PVC is attached into the virt-launcher pod and presented to QEMU as a block device. Longhorn replicates that volume across nodes, which is what makes VM live migration and volume-level backup/snapshot possible.</p>	suse-virtualization crds-internals-kubevirt
<p>What role does the CDI (Containerized Data Importer) play?</p>	<p><strong>CDI</strong> imports/uploads disk images into PVCs (<code>DataVolume</code>-style population). In Harvester a <code>VirtualMachineImage</code> uses the <strong>Longhorn backing-image</strong> backend by default, but can instead use the <strong>CDI backend</strong> — required to place images on third-party storage or <strong>Longhorn V2</strong> volumes via a chosen StorageClass.</p>	suse-virtualization crds-internals-kubevirt
<p>What does the <code>VirtualMachineImage</code> CRD represent?</p>	<p><strong><code>VirtualMachineImage</code></strong> (<code>harvesterhci.io/v1beta1</code>) is Harvester's abstraction over a bootable OS image (uploaded or URL-sourced). By default it is stored as a <strong>Longhorn backing image</strong>; creating a VM/volume from it clones a <strong>new independent PVC</strong> per VM, inheriting parameters (e.g. replica count) from the selected StorageClass.</p>	suse-virtualization crds-internals-kubevirt
<p>Which Harvester CRDs implement VM backup and restore, and what backs them?</p>	<p><strong><code>VirtualMachineBackup</code></strong> and <strong><code>VirtualMachineRestore</code></strong> (<code>harvesterhci.io/v1beta1</code>). Backups are written to an external <strong>backup target</strong> (S3-compatible or NFS, set via the <code>backup-target</code> setting) and are cross-cluster restorable; <strong>snapshots</strong> stay in-cluster. Both are <strong>limited to Longhorn volumes</strong> and build on Longhorn's snapshot/backup mechanism.</p>	suse-virtualization crds-internals-kubevirt
<p>How does node labeling influence where VMs (VMIs) get scheduled?</p>	<p>KubeVirt labels nodes for capability and eligibility — e.g. <strong><code>kubevirt.io/schedulable</code></strong> and CPU-model/feature labels (<code>cpu-model.node.kubevirt.io/...</code>) published by node-labeller. The VMI's <code>nodeSelector</code>/affinity is matched against these so a guest only lands on a host with a compatible CPU and virtualization support.</p>	suse-virtualization crds-internals-kubevirt
<p>How does KubeVirt give the guest hardware-accelerated virtualization on a node?</p>	<p>The virt-launcher pod requests the host's <strong><code>/dev/kvm</code></strong> through KubeVirt's <strong>KVM device plugin</strong> (resource <strong><code>devices.kubevirt.io/kvm</code></strong>). QEMU inside the pod then uses <strong>KVM</strong> for hardware acceleration. If <code>/dev/kvm</code> is unavailable the guest can only fall back to slow software emulation.</p>	suse-virtualization crds-internals-kubevirt
<p>How is VM firmware chosen — BIOS versus UEFI — and what is the machine type?</p>	<p>Firmware is set via <code>spec.domain.firmware.bootloader</code>: <strong>BIOS by default</strong>, or <strong>UEFI backed by OVMF</strong> when <code>efi</code> is specified. Enabling <code>efi</code> turns on <strong>Secure Boot</strong> unless <code>secureBoot: false</code> (Secure Boot also needs SMM and the <strong>q35</strong> machine type). The <strong><code>spec.domain.machine.type</code></strong> field (e.g. a <code>pc-q35-*</code> type) pins the emulated chipset.</p>	suse-virtualization crds-internals-kubevirt
<p>Why do VMs appear as pods to the Kubernetes scheduler?</p>	<p>Because KubeVirt wraps each VMI in a <strong>virt-launcher pod</strong>, the scheduler only ever sees a normal pod with CPU/memory requests. This is KubeVirt's design ("the Razor"): reuse the existing pod machinery so <strong>scheduling, networking (Multus), storage (CSI), and quotas</strong> apply to VMs exactly as they do to containers, with QEMU/KVM hidden inside the pod.</p>	suse-virtualization crds-internals-kubevirt
<p>How do you get a kubeconfig to run kubectl against a SUSE Virtualization cluster?</p>	<p>Download it from the Harvester UI — click <strong>Support</strong> (bottom-left) then <strong>Download KubeConfig</strong> — or on a management node use the underlying RKE2 kubeconfig at <code>/etc/rancher/rke2/rke2.yaml</code>. Point <code>kubectl</code> at it via <code>--kubeconfig</code> or the <code>KUBECONFIG</code> env var.</p>	suse-virtualization cli-api-terraform
<p>Why can you manage almost everything in SUSE Virtualization directly with kubectl?</p>	<p>Its API <strong>is</strong> the Kubernetes API — every object is a <strong>CRD</strong>. VMs are KubeVirt <code>VirtualMachine</code>/<code>VirtualMachineInstance</code>, images are <code>VirtualMachineImage</code>, extra networks are <code>NetworkAttachmentDefinition</code>, volumes are Longhorn-backed PVCs, so <code>kubectl get/apply/patch</code> works on all of them.</p>	suse-virtualization cli-api-terraform
<p>What is virtctl and which VM operations does it handle?</p>	<p><strong>virtctl</strong> is KubeVirt's VM-focused CLI. It covers lifecycle (<code>virtctl start</code>/<code>stop</code>/<code>restart &lt;vm&gt;</code>), console access (<code>virtctl console</code>, <code>virtctl vnc</code>), and image upload (<code>virtctl image-upload</code>). It complements <code>kubectl</code> for actions that aren't plain CRUD on a manifest.</p>	suse-virtualization cli-api-terraform
<p>How do you open a VM's serial or graphical console from the command line?</p>	<p><code>virtctl console &lt;vm-name&gt;</code> attaches to the VM's <strong>serial console</strong>; <code>virtctl vnc &lt;vm-name&gt;</code> opens a <strong>graphical VNC</strong> console. Both proxy through the KubeVirt API, so no direct node/hypervisor access is needed. The Harvester UI exposes the same VNC and serial consoles.</p>	suse-virtualization cli-api-terraform
<p>How do you upload a local disk image into the cluster with virtctl?</p>	<p><code>virtctl image-upload</code> streams a local disk image into a PVC/DataVolume backed by Harvester storage. Alternatively, create a <code>VirtualMachineImage</code> that <strong>downloads from a URL</strong> or accepts an <strong>upload</strong> from the UI — both source types are supported.</p>	suse-virtualization cli-api-terraform
<p>What is the official Harvester Terraform provider used for?</p>	<p>The <strong>harvester/harvester</strong> provider manages Harvester as <strong>Infrastructure-as-Code</strong>. Resources include <code>harvester_virtualmachine</code>, <code>harvester_image</code>, <code>harvester_volume</code>, <code>harvester_network</code>, <code>harvester_ssh_key</code>, <code>harvester_clusternetwork</code>, <code>harvester_vlanconfig</code>, and <code>harvester_cloudinit_secret</code>.</p>	suse-virtualization cli-api-terraform
<p>How does the Harvester Terraform provider authenticate to the cluster?</p>	<p>You configure the <code>provider "harvester"</code> block with the cluster <strong>kubeconfig</strong> (the one downloaded from the UI). Terraform then talks to the Harvester Kubernetes API and reconciles the CRD-backed resources declared in your <code>.tf</code> files.</p>	suse-virtualization cli-api-terraform
<p>Why can you drive SUSE Virtualization with GitOps tools like Fleet or Argo CD?</p>	<p>Because its resources are <strong>CRDs</strong>, a GitOps controller (Fleet or Argo CD) can reconcile <code>VirtualMachine</code>, <code>VirtualMachineImage</code>, and network manifests straight from Git — exactly as it would manage any other Kubernetes object, giving declarative, versioned VM infrastructure.</p>	suse-virtualization cli-api-terraform
<p>How do you inject configuration into a VM at first boot?</p>	<p>Via <strong>cloud-init</strong> — Harvester stores the user-data and network-data in a cloud-init secret referenced by the VM. You define users, SSH keys, packages, and run-commands, and the guest's cloud-init applies them on first boot. Terraform exposes this as <code>harvester_cloudinit_secret</code>.</p>	suse-virtualization cli-api-terraform
<p>Where do the API tokens/credentials for scripting Harvester come from?</p>	<p>From the <strong>kubeconfig</strong>, which carries the client certificate or token that authenticates to the Harvester API. When Harvester is imported into Rancher, you can instead use a Rancher-issued kubeconfig or API token scoped to that downstream cluster.</p>	suse-virtualization cli-api-terraform
